6.51,-76.16
7.98,-135.92
38.40,-43.29
29.54,21.38
34.88,212.54
81.03,128.16
42.64,-57.87
84.80,86.52
98.22,384.26
75.09,186.60
39.86,244.33
50.99,132.43
43.74,79.81
50.54,115.18
87.63,119.57
71.84,304.38
89.98,154.61
92.13,198.30
24.92,107.27
10.58,-33.56
91.10,161.27
15.48,-71.77
35.57,190.69
89.17,72.37
80.40,185.40
80.86,-39.84
41.43,58.33
25.15,29.49
20.31,9.91
33.08,295.55
64.45,51.96
88.21,130.16
62.49,99.48
58.59,123.54
26.84,47.27
73.55,267.96
35.31,1.70
98.27,268.76
68.07,173.11
9.18,123.35
10.10,79.42
38.32,-130.48
44.05,271.04
74.51,247.47
54.04,62.71
97.43,98.11
75.86,15.22
79.20,32.96
64.88,-22.27
54.41,68.94
52.27,53.93
0.57,-83.31
50.34,90.00
67.11,172.95
26.15,240.72
19.47,210.75
30.81,3.16
52.46,-27.07
3.65,79.25
44.84,31.36
67.45,-157.72
70.88,48.60
27.19,98.86
61.19,39.92
41.77,8.54
17.59,186.47
88.21,252.62
92.40,356.99
52.91,-42.92
69.91,153.95
64.11,154.38
85.39,224.32
64.48,347.45
34.45,296.32
6.11,-35.04
92.45,104.03
39.54,123.84
6.21,49.37
46.89,175.87
36.62,-1.45
12.85,-4.71
3.77,-206.40
68.50,106.53
19.87,139.45
43.85,96.70
94.60,144.62
44.22,115.37
78.12,267.26
83.18,120.82
44.51,2.46
41.90,-155.73
52.44,0.16
18.17,57.35
38.31,192.24
97.51,143.05
74.83,71.73
11.66,-1.99
24.45,52.47
79.91,110.26
55.77,158.64
4.52,76.04
73.00,231.06
19.65,-40.45
98.04,303.27
38.08,22.69
7.84,24.42
10.19,73.04
54.04,25.75
64.41,248.15
73.58,120.16
53.36,155.35
94.00,268.19
64.31,14.69
33.71,225.10
69.82,270.58
93.62,235.91
26.03,43.45
61.99,8.12
6.06,154.05
46.88,76.61
47.79,155.39
21.28,71.11
83.80,292.90
94.29,115.40
61.88,102.62
65.58,233.48
4.20,11.26
12.65,115.07
11.23,142.75
46.03,35.09
68.34,118.43
15.60,96.98
67.14,18.99
91.58,30.18
32.71,28.70
2.71,22.24
43.36,115.08
31.57,28.20
39.80,-2.29
31.28,78.44
72.32,168.63
9.51,-76.77
33.64,-0.05
81.86,202.15
92.51,148.36
26.52,48.99
36.96,129.94
34.46,-8.74
32.51,74.06
75.68,10.15
45.06,134.49
22.80,72.00
14.43,-105.55
94.55,128.19
22.42,128.72
15.27,167.76
49.29,232.48
27.25,98.20
81.23,153.51
75.36,38.41
33.73,232.79
49.86,13.30
73.63,176.83
6.49,-87.53
18.36,49.90
71.28,261.96
63.68,127.54
12.44,49.49
84.29,41.36
66.29,-106.59
19.23,-125.30
39.90,-165.91
11.95,44.28
55.33,265.86
33.96,148.89
4.50,67.13
34.14,134.66
6.44,-45.68
52.14,186.14
17.16,241.85
54.40,41.28
67.71,6.20
0.16,99.91
1.64,-115.09
63.04,252.84
75.02,276.80
4.44,99.19
30.28,1.08
89.34,86.40
20.14,32.38
85.63,172.38
7.75,-71.91
83.66,37.79
67.62,183.08
61.24,212.70
9.90,-49.35
86.08,55.99
53.69,64.95
2.17,-178.29
79.04,161.93
82.61,172.05
60.56,182.92
32.67,28.39
16.66,-119.93
75.62,63.23
73.96,241.83
90.37,61.62
69.19,22.10
83.76,69.19
20.52,105.62
26.94,76.43
0.38,72.67
54.19,18.26
29.58,50.32
9.61,-33.64
0.99,54.19
17.98,19.95
98.32,-37.95
22.82,138.85
40.43,216.80
27.19,142.90
78.44,-50.01
25.10,-84.90
65.22,131.47
65.66,166.82
74.72,307.36
95.37,382.69
46.09,302.02
4.71,21.32
40.54,8.51
63.78,85.84
73.55,261.30
4.43,194.93
29.36,70.51
49.91,208.69
74.45,395.46
92.84,197.43
10.07,80.36
52.46,-59.89
48.94,27.53
17.32,93.04
98.11,185.54
76.88,120.91
91.25,106.72
80.70,141.38
75.05,199.75
29.79,32.62
18.46,121.26
22.59,-97.40
70.03,175.51
84.55,32.36
48.29,65.55
5.85,36.92
31.50,166.06
67.81,80.41
73.70,41.96
82.71,88.64
43.71,0.15
38.49,-60.69
99.59,69.92
67.62,159.08
93.48,224.60
86.89,150.20
85.46,396.39
97.61,208.86
92.03,37.08
75.94,168.30
40.70,51.81
29.75,38.45
4.75,58.40
11.21,-28.61
85.73,229.95
74.87,115.41
88.02,229.91
70.03,66.23
92.77,142.33
57.33,73.06
63.27,106.81
67.48,111.39
22.10,36.17
5.09,-12.91
99.82,200.93
27.48,11.33
83.05,189.89
63.54,139.91
91.40,281.28
70.12,71.68
8.39,15.98
32.08,55.53
98.53,82.74
17.44,-120.22
83.84,150.56
78.37,42.82
22.09,-18.44
97.94,250.65
20.90,-110.52
62.28,-11.26
90.26,144.59
28.15,60.92
36.96,111.14
59.04,138.83
37.96,156.41
92.12,4.06
90.96,142.77
11.82,127.64
46.65,-49.20
23.46,90.09
34.89,41.77
53.44,246.41
46.76,-28.16
49.02,223.20
73.93,222.16
46.09,94.67
1.39,206.38
52.95,204.28
59.36,173.54
39.63,56.00
42.74,7.83
31.27,51.16
17.64,79.00
90.45,284.08
20.93,-30.45
71.21,144.85
90.54,164.61
19.48,-100.61
56.12,50.70
22.48,85.41
46.47,-65.11
46.59,-17.68
71.98,288.20
86.12,301.56
25.40,107.29
49.44,-44.35
53.91,117.51
89.69,178.81
21.55,56.57
73.41,80.84
0.52,-35.85
10.48,-6.09
26.55,88.34
93.70,258.72
23.84,41.57
46.78,-22.46
36.65,35.41
49.00,24.76
71.32,308.55
13.21,-80.79
66.43,137.92
43.26,30.61
36.68,75.44
98.32,274.76
21.70,63.94
57.55,77.06
79.62,134.58
42.27,-37.54
58.34,24.29
47.42,43.37
69.54,401.03
91.79,341.12
15.87,-12.50
98.66,315.05
90.52,173.39
45.21,291.46
32.88,277.36
73.01,128.16
80.05,170.76
56.87,116.14
25.13,120.50
54.64,185.08
40.55,57.56
67.88,142.63
32.59,95.66
34.27,14.41
34.73,129.50
41.11,75.07
6.13,-80.12
87.29,416.54
91.48,40.57
19.24,-154.15
75.59,47.24
57.21,216.80
15.31,38.02
13.28,37.45
49.92,159.96
29.44,-44.79
35.06,96.98
19.47,7.61
10.81,-24.37
75.62,29.74
22.43,161.70
68.00,71.11
46.92,79.34
33.99,0.48
55.55,185.74
34.59,-38.62
88.44,199.09
70.86,219.42
8.67,73.10
98.87,115.83
40.94,192.10
53.24,130.95
46.57,151.79
45.06,66.02
20.92,33.45
18.60,204.70
91.10,98.30
13.79,-41.40
51.52,228.58
4.92,10.73
22.63,88.05
34.08,35.14
90.75,307.91
16.56,14.48
86.48,354.09
88.95,158.20
79.44,186.31
87.66,145.77
3.63,-43.17
7.41,-86.68
79.59,62.02
33.82,235.91
58.85,61.78
40.15,78.04
47.57,-66.66
79.21,210.18
47.31,14.42
0.07,-151.48
52.45,139.23
21.64,96.51
29.80,97.84
25.22,28.74
84.87,401.69
6.87,16.82
84.34,89.84
42.41,98.35
41.65,158.02
10.07,-53.88
54.35,142.55
30.18,107.62
94.12,213.41
19.81,113.68
2.41,3.53
77.79,94.99
79.25,128.81
70.57,62.27
63.03,-41.80
58.65,153.20
73.95,207.02
95.22,148.49
42.03,136.02
49.00,87.97
40.12,246.33
9.36,-125.52
45.86,35.94
9.36,75.79
37.90,63.47
98.65,162.38
89.83,13.72
36.81,36.97
99.85,110.23
9.45,-45.57
47.11,-29.56
54.01,79.09
76.61,128.30
41.20,-159.51
31.58,168.99
69.02,-35.73
11.62,-63.48
77.25,179.60
22.26,98.32
46.43,229.93
27.07,34.15
78.91,290.54
42.94,69.12
97.98,79.97
7.31,95.43
79.34,-57.46
38.31,32.47
48.38,62.96
14.32,21.58
36.22,194.67
26.69,43.51
79.10,156.95
61.39,163.46
76.06,145.98
4.82,-63.32
70.19,173.59
13.53,-13.78
53.54,112.10
94.74,192.32
34.98,87.84
91.35,244.96
43.62,160.59
64.13,110.86
22.63,82.38
39.15,31.47
20.49,4.67
91.59,-1.28
12.00,-183.82
56.02,130.89
83.44,361.40
98.28,166.72
28.95,-125.08
92.84,-28.97
46.29,126.71
57.35,221.92
90.74,149.47
75.53,167.69
56.53,-108.02
9.84,-194.72
